,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,67092.0,8334.0,27814.0,35909.0,25401.0,618958.0,33872.0,530703.0,45476.0,145747.0,87515.0,31050.0,193677.0,86742.0,530705.0,33479.0,15534.0,54483.0,15813.0,36525.0,35741.0
1,21394.0,22255.0,57338.0,9763.0,29934.0,151652.0,44858.0,49787.0,28672.0,38099.0,48697.0,57381.0,81941.0,13172.0,18049.0,30769.0,14860.0,37227.0,1878.0,24781.0,37038.0
2,13049.0,24238.0,23435.0,8872.0,3476.0,19982.0,5753.0,37781.0,6240.0,68600.0,6624.0,22688.0,26122.0,11581.0,9333.0,5651.0,5021.0,9412.0,2643.0,22902.0,44679.0
3,3729.0,1338.0,19678.0,13100.0,6310.0,65352.0,14556.0,22734.0,61510.0,21680.0,9204.0,21529.0,11287.0,14819.0,14167.0,9260.0,6757.0,3001.0,2613.0,5602.0,9434.0
4,3677.0,13760.0,13146.0,6917.0,2925.0,8631.0,7102.0,9917.0,29385.0,10688.0,12317.0,21413.0,11739.0,5886.0,7232.0,10572.0,4660.0,4571.0,4014.0,27176.0,7210.0
5,3590.0,5158.0,4952.0,9313.0,3370.0,7018.0,9547.0,7655.0,4547.0,21301.0,10992.0,4565.0,4644.0,5422.0,6130.0,6057.0,5129.0,6516.0,2296.0,6531.0,3047.0
6,2949.0,3353.0,4318.0,2674.0,601.0,2628.0,4605.0,2204.0,4145.0,7404.0,1941.0,3276.0,2274.0,3453.0,4840.0,8862.0,2116.0,2472.0,1153.0,5717.0,3056.0
7,1386.0,1742.0,811.0,2048.0,280.0,2901.0,1740.0,2533.0,3130.0,4170.0,2001.0,2019.0,1496.0,4438.0,2286.0,2304.0,1135.0,4654.0,468.0,1172.0,1624.0
8,7406.0,15098.0,32824.0,20017.0,9235.0,73983.0,21658.0,32651.0,90895.0,32368.0,21521.0,42942.0,23026.0,20705.0,21399.0,19832.0,11417.0,7572.0,6627.0,32778.0,16644.0
9,6539.0,8511.0,9270.0,11987.0,3971.0,9646.0,14152.0,9859.0,8692.0,28705.0,12933.0,7841.0,6918.0,8875.0,10970.0,14919.0,7245.0,8988.0,3449.0,12248.0,6103.0
10,1386.0,1742.0,811.0,2048.0,280.0,2901.0,1740.0,2533.0,3130.0,4170.0,2001.0,2019.0,1496.0,4438.0,2286.0,2304.0,1135.0,4654.0,468.0,1172.0,1624.0
