,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,193295.0,61344.0,63390.0,156750.0,195851.0,94373.0,142521.0,56666.0,55123.0,902032.0,27663.0,104592.0,66819.0,163504.0,12426.0,127554.0,30807.0,65289.0,11557.0,53528.0,82902.0
1,76819.0,26829.0,40089.0,37629.0,25869.0,17472.0,58437.0,66369.0,52480.0,136831.0,11694.0,102266.0,37760.0,26798.0,31797.0,54477.0,73888.0,33308.0,23943.0,22187.0,23035.0
2,25814.0,3711.0,29863.0,86561.0,19582.0,3971.0,3825.0,23626.0,8521.0,25366.0,5367.0,23397.0,11647.0,18579.0,18053.0,1961.0,42234.0,7111.0,13251.0,6550.0,30532.0
3,20826.0,68787.0,23505.0,86578.0,12538.0,4435.0,49749.0,24766.0,24226.0,49240.0,7875.0,14022.0,21453.0,10578.0,16761.0,30855.0,10710.0,42331.0,88858.0,12999.0,101255.0
4,20407.0,12511.0,20826.0,20333.0,3371.0,4775.0,9723.0,7073.0,19377.0,19249.0,7830.0,16815.0,11682.0,11678.0,5679.0,6155.0,12260.0,23964.0,16755.0,10955.0,14115.0
5,7561.0,18775.0,11839.0,13238.0,5299.0,1391.0,6358.0,15001.0,6091.0,23284.0,2566.0,11816.0,6045.0,9496.0,3668.0,8299.0,23647.0,12211.0,9682.0,11954.0,9066.0
6,8235.0,3813.0,11239.0,8895.0,1160.0,1659.0,2776.0,7620.0,8705.0,5343.0,1239.0,5006.0,7851.0,4642.0,4374.0,6574.0,7518.0,6169.0,5019.0,10306.0,4720.0
7,12889.0,4496.0,8291.0,4815.0,1656.0,1214.0,8444.0,6744.0,5359.0,6652.0,682.0,4505.0,5481.0,4746.0,7224.0,4201.0,8195.0,3277.0,6844.0,2312.0,7115.0
8,41233.0,81298.0,44331.0,106911.0,15909.0,9210.0,59472.0,31839.0,43603.0,68489.0,15705.0,30837.0,33135.0,22256.0,22440.0,37010.0,22970.0,66295.0,105613.0,23954.0,115370.0
9,15796.0,22588.0,23078.0,22133.0,6459.0,3050.0,9134.0,22621.0,14796.0,28627.0,3805.0,16822.0,13896.0,14138.0,8042.0,14873.0,31165.0,18380.0,14701.0,22260.0,13786.0
10,12889.0,4496.0,8291.0,4815.0,1656.0,1214.0,8444.0,6744.0,5359.0,6652.0,682.0,4505.0,5481.0,4746.0,7224.0,4201.0,8195.0,3277.0,6844.0,2312.0,7115.0
