,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1854942.0,172243.0,1885743.0,1148727.0,3511088.0,1142923.0,1924790.0,497334.0,196262.0,1321136.0,2149432.0,1168689.0,1039520.0,2006247.0,624348.0,155027.0,1057733.0,853525.0,669830.0,820623.0,489620.0
1,175249.0,24949.0,456573.0,204865.0,169736.0,70459.0,112992.0,14345.0,99761.0,1389027.0,923716.0,144542.0,829685.0,786725.0,2757870.0,85669.0,234110.0,323591.0,41587.0,139461.0,42419.0
2,159954.0,12711.0,22397.0,29408.0,96842.0,14912.0,25008.0,2768.0,4409.0,26882.0,235183.0,196264.0,202571.0,96638.0,853555.0,37462.0,153885.0,162253.0,8017.0,23798.0,13812.0
3,60163.0,9503.0,21942.0,12501.0,113960.0,15635.0,33849.0,4116.0,13951.0,323757.0,70149.0,187890.0,107372.0,208885.0,204662.0,15138.0,37722.0,50567.0,34232.0,56580.0,4421.0
4,8565.0,8389.0,81267.0,51659.0,43505.0,4726.0,29813.0,7498.0,3727.0,355771.0,67153.0,32489.0,105482.0,114689.0,596860.0,29531.0,54291.0,68506.0,37590.0,43970.0,6071.0
5,40463.0,3975.0,69296.0,29656.0,27128.0,9276.0,12050.0,15210.0,20919.0,132040.0,77934.0,101416.0,220665.0,123278.0,530596.0,59242.0,163626.0,168382.0,28014.0,57083.0,11271.0
6,8858.0,2962.0,66244.0,11455.0,3679.0,9825.0,20404.0,6409.0,4701.0,50553.0,130972.0,53760.0,82798.0,72154.0,241856.0,13944.0,17509.0,37409.0,12160.0,23851.0,2978.0
7,4477.0,4156.0,107448.0,16124.0,22589.0,23242.0,21036.0,26447.0,1439.0,26081.0,46096.0,6522.0,11096.0,42416.0,51467.0,18581.0,23113.0,13645.0,3603.0,3822.0,2251.0
8,68728.0,17892.0,103209.0,64160.0,157465.0,20361.0,63662.0,11614.0,17678.0,679528.0,137302.0,220379.0,212854.0,323574.0,801522.0,44669.0,92013.0,119073.0,71822.0,100550.0,10492.0
9,49321.0,6937.0,135540.0,41111.0,30807.0,19101.0,32454.0,21619.0,25620.0,182593.0,208906.0,155176.0,303463.0,195432.0,772452.0,73186.0,181135.0,205791.0,40174.0,80934.0,14249.0
10,4477.0,4156.0,107448.0,16124.0,22589.0,23242.0,21036.0,26447.0,1439.0,26081.0,46096.0,6522.0,11096.0,42416.0,51467.0,18581.0,23113.0,13645.0,3603.0,3822.0,2251.0
