,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1189721.0,207164.0,1241803.0,1648661.0,311765.0,150284.0,117831.0,269470.0,330246.0,152250.0,920629.0,55226.0,111185.0,333060.0,651344.0,372442.0,700787.0,393142.0,169699.0,1370025.0,17093.0
1,156238.0,28880.0,163299.0,192731.0,166316.0,98868.0,20873.0,283072.0,17163.0,8285.0,75083.0,16460.0,23694.0,232060.0,552704.0,33924.0,25258.0,67390.0,71779.0,515483.0,13623.0
2,8339.0,37982.0,16713.0,50106.0,8594.0,9275.0,680.0,23663.0,415.0,6891.0,8385.0,25386.0,7997.0,61559.0,25760.0,14623.0,3498.0,23814.0,15385.0,81093.0,634.0
3,22231.0,10301.0,51510.0,130918.0,10226.0,4470.0,3644.0,5678.0,5944.0,7100.0,5931.0,5388.0,21027.0,45374.0,19751.0,4918.0,14581.0,4893.0,2164.0,79478.0,3822.0
4,14495.0,12838.0,78282.0,202965.0,18363.0,10433.0,1831.0,21551.0,5611.0,2702.0,9755.0,10449.0,10702.0,67066.0,66383.0,4320.0,14678.0,16944.0,11891.0,102771.0,1931.0
5,32049.0,14456.0,26824.0,134060.0,7500.0,4386.0,2186.0,33706.0,1800.0,7514.0,10900.0,12318.0,3283.0,24220.0,35582.0,10118.0,3136.0,3724.0,3623.0,43831.0,1377.0
6,7327.0,1329.0,16848.0,31624.0,4934.0,8070.0,781.0,15272.0,964.0,369.0,3577.0,3788.0,1495.0,11957.0,6057.0,1933.0,1217.0,2522.0,1069.0,25465.0,873.0
7,5101.0,1443.0,3461.0,9283.0,2271.0,2098.0,598.0,6684.0,378.0,310.0,959.0,2363.0,739.0,2497.0,6040.0,1087.0,816.0,1756.0,1210.0,7844.0,739.0
8,36726.0,23139.0,129792.0,333883.0,28589.0,14903.0,5475.0,27229.0,11555.0,9802.0,15686.0,15837.0,31729.0,112440.0,86134.0,9238.0,29259.0,21837.0,14055.0,182249.0,5753.0
9,39376.0,15785.0,43672.0,165684.0,12434.0,12456.0,2967.0,48978.0,2764.0,7883.0,14477.0,16106.0,4778.0,36177.0,41639.0,12051.0,4353.0,6246.0,4692.0,69296.0,2250.0
10,5101.0,1443.0,3461.0,9283.0,2271.0,2098.0,598.0,6684.0,378.0,310.0,959.0,2363.0,739.0,2497.0,6040.0,1087.0,816.0,1756.0,1210.0,7844.0,739.0
